"REST_ID","REST_NAME","CUISINE"
18378765,"Fresh and Fit Ghar Ka Khana","Healthy Food"
18378765,"Fresh and Fit Ghar Ka Khana","Rajasthani"
18273432,"Cupcakes & More","Bakery"
18273432,"Cupcakes & More","Desserts"
18353796,"Lucknow Heritage","Lucknowi"
18393406,"Brijwasi Dhaba","North Indian"
309339,"Jungle Jamboree","Continental"
309339,"Jungle Jamboree","Chinese"
309339,"Jungle Jamboree","Thai"
309339,"Jungle Jamboree","Mughlai"
309339,"Jungle Jamboree","North Indian"
309799,"Mr. Brown","Bakery"
309799,"Mr. Brown","Desserts"
309799,"Mr. Brown","Fast Food"
18480748,"Baby Got Bacon","American"
18480748,"Baby Got Bacon","Italian"
18258503,"Doggy Style","Continental"
18258503,"Doggy Style","Italian"
18281981,"Food Brigade","North Indian"
18281981,"Food Brigade","South Indian"
18281981,"Food Brigade","Chinese"
18281981,"Food Brigade","Fast Food"
8138,"Meeting Point Corner","Chinese"
18378040,"Lazeez Foods","North Indian"
18378040,"Lazeez Foods","Mughlai"
