"REST_ID","REST_NAME","CUISINE"
17696957,"Tony's La Pizzeria","Pizza"
17696957,"Tony's La Pizzeria","Sandwich"
17621759,"Famous Dave's","BBQ"
17335173,"Olive Tree Cafe","Indian"
17335173,"Olive Tree Cafe","Mediterranean"
17335173,"Olive Tree Cafe","Middle Eastern"
17678097,"Mom & Dad's Italian Restaurant","Italian"
17093600,"Taco Bus","Mexican"
17093600,"Taco Bus","Vegetarian"
17334213,"Dub's High on the Hog","BBQ"
17141990,"Duke's Waikiki","Hawaiian"
17141990,"Duke's Waikiki","Seafood"
17141990,"Duke's Waikiki","Steak"
17501308,"Martin's BBQ","BBQ"
17342625,"Pepper Sprout Incorporated","American"
17621788,"Jerry's Pizza","Pizza"
17333836,"Filling Station","American"
17333836,"Filling Station","Burger"
17330024,"B Merrell's","Burger"
17330024,"B Merrell's","Bar Food"
17330024,"B Merrell's","Southern"
17615924,"Leopold's Ice Cream","Desserts"
17615924,"Leopold's Ice Cream","Sandwich"
17615924,"Leopold's Ice Cream","Ice Cream"
17294556,"Miyabi Kyoto Japanese Steak House","Chinese"
17294556,"Miyabi Kyoto Japanese Steak House","Steak"
17334211,"Kobe Hibachi & Sushi","American"
17334211,"Kobe Hibachi & Sushi","Japanese"
17334211,"Kobe Hibachi & Sushi","Sushi"
17697389,"The Screaming Eagle","American"
17697389,"The Screaming Eagle","Bar Food"
17294712,"Takosushi","Mexican"
17294712,"Takosushi","Southwestern"
17294712,"Takosushi","Sushi"
17616295,"The Crab Shack","Seafood"
17330628,"Wood Stone","Italian"
17330628,"Wood Stone","Mediterranean"
17330628,"Wood Stone","Pizza"
17696941,"SOHO Sushi Bar & Deli","Sandwich"
17696941,"SOHO Sushi Bar & Deli","Sushi"
17696941,"SOHO Sushi Bar & Deli","Tapas"
17258350,"Flying Mango","BBQ"
17258350,"Flying Mango","Caribbean"
17258350,"Flying Mango","Cajun"
17099925,"Red Mesa Cantina","Latin American"
17099925,"Red Mesa Cantina","Mexican"
17099925,"Red Mesa Cantina","Southwestern"
17330755,"Uptown Vietnam cuisine","Asian"
17330755,"Uptown Vietnam cuisine","Vietnamese"
17500767,"Jim Shaw's Seafood Grill & Bar","Seafood"
17330087,"Chef Lee's Peking Restaurant","Chinese"
17100307,"Ella's Americana Folk Art Cafe","International"
17100307,"Ella's Americana Folk Art Cafe","Italian"
17100307,"Ella's Americana Folk Art Cafe","Southern"
17284179,"Longhorn Steakhouse","American"
17284179,"Longhorn Steakhouse","Steak"
17334197,"Five Guys Burgers and Fries","Fast Food"
17678326,"La Jalisco Supermercato","Mexican"
17582467,"Rupes Burgers","Burger"
17582467,"Rupes Burgers","Fast Food"
17582668,"Texas Roadhouse","American"
17582668,"Texas Roadhouse","BBQ"
17582668,"Texas Roadhouse","Steak"
17580160,"New Yorker Deli & Pizzeria","Italian"
17580160,"New Yorker Deli & Pizzeria","Pizza"
17580160,"New Yorker Deli & Pizzeria","Sandwich"
17335195,"Red Ginger Sushi, Grill & Bar","Sushi"
17335195,"Red Ginger Sushi, Grill & Bar","Teriyaki"
17284175,"Locos Grill & Pub","American"
17284175,"Locos Grill & Pub","Burger"
17284175,"Locos Grill & Pub","Sandwich"
17342498,"Catfish Charlie's","Seafood"
17259248,"Jethro's BBQ","American"
17259248,"Jethro's BBQ","BBQ"
17295069,"The Taj of India","Indian"
17342585,"Los Aztecas","Mexican"
17621763,"Fuji Bay Japanese Restaurant","Japanese"
17621763,"Fuji Bay Japanese Restaurant","Sushi"
17616590,"Henry's","American"
17616590,"Henry's","Breakfast"
17500695,"Downtown Grill","Steak"
17342652,"Shot Tower Inn","Italian"
17342652,"Shot Tower Inn","Pizza"
17060869,"Texas de Brazil","Brazilian"
17060869,"Texas de Brazil","Steak"
17616203,"Goose Feathers Cafe and Bakery","Breakfast"
17616203,"Goose Feathers Cafe and Bakery","Vegetarian"
17621793,"Jim's Burgers","Burger"
17330676,"Wasabi Sushi and Thai","Japanese"
17330676,"Wasabi Sushi and Thai","Sushi"
17330676,"Wasabi Sushi and Thai","Thai"
17616076,"SOHO South Cafe","Cafe"
17616076,"SOHO South Cafe","Sandwich"
17616076,"SOHO South Cafe","Southern"
17295109,"Frog Hollow Tavern","American"
17342799,"Vinny Vanucchi's","Italian"
17102579,"Edison: Food+Drink Lab","International"
17334355,"Sierra's Mexican Restaurant","Mexican"
17334355,"Sierra's Mexican Restaurant","Tex-Mex"
17678229,"Masato Japanese","Japanese"
17678229,"Masato Japanese","Sushi"
17303655,"Bar Gernika Basque Pub & Eatery","European"
17303655,"Bar Gernika Basque Pub & Eatery","Spanish"
17678231,"Beijing Cafe","Asian"
17678231,"Beijing Cafe","Chinese"
17678231,"Beijing Cafe","Thai"
17580074,"Ichiban","Japanese"
17580074,"Ichiban","Sushi"
17303684,"Guido's Original New York Style Pizza","Pizza"
17374819,"Longstreet Cafe","Southern"
17697418,"Chapala","Mexican"
17057797,"Bosphorous Turkish Cuisine","Mediterranean"
17057797,"Bosphorous Turkish Cuisine","Turkish"
17580349,"Tu-Do Vietnamese Restaurant","Asian"
17580349,"Tu-Do Vietnamese Restaurant","Vietnamese"
17334752,"Duck City Bistro","American"
17334752,"Duck City Bistro","French"
17678276,"Cheddar's Scratch Kitchen","American"
17580412,"Carrabba's Italian Grill","Italian"
17580412,"Carrabba's Italian Grill","Pizza"
17580412,"Carrabba's Italian Grill","Seafood"
17293915,"The Royal Peasant","Bar Food"
17616487,"Green Truck Pub","Burger"
17501247,"Sushi Thai Restaurant","Japanese"
17501247,"Sushi Thai Restaurant","Sushi"
17501247,"Sushi Thai Restaurant","Thai"
17616266,"Zunzi's","International"
17616266,"Zunzi's","Mediterranean"
17616266,"Zunzi's","Sandwich"
17294883,"El Kiosco Mexican Restaurant","Mexican"
17293301,"Mama's Boy Restaurant","Southern"
17678222,"Friends Grille and Bar","American"
17678222,"Friends Grille and Bar","Southern"
17330311,"Meritage","American"
17330311,"Meritage","Tapas"
17501201,"My Fathers Place","Italian"
17678283,"El Cazador","Mexican"
17334958,"Texas Roadhouse","American"
17334958,"Texas Roadhouse","BBQ"
17334958,"Texas Roadhouse","Steak"
17059012,"Hollerbach's Willow Tree Café","German"
17375072,"Atlanta Highway Seafood Market","Sandwich"
17375072,"Atlanta Highway Seafood Market","Seafood"
17375072,"Atlanta Highway Seafood Market","Cajun"
17330638,"The Black Cow","American"
17621834,"Monterrey Mexican Restaurant","Mexican"
17259550,"Mi Patria","Latin American"
17678043,"El Toreo Mexican Restaurant","Mexican"
17294642,"Sconyers Bar B Que","BBQ"
17316233,"Winifreds","American"
17316233,"Winifreds","Mediterranean"
17316233,"Winifreds","Seafood"
17582524,"Butterburrs","American"
17582524,"Butterburrs","Breakfast"
17342771,"Fiesta Cancun","Mexican"
17293877,"Taqueria Del Sol","Mexican"
17293877,"Taqueria Del Sol","Spanish"
17375141,"Fish Tales Lakeside Grille","Seafood"
17258036,"Centro","Italian"
17258036,"Centro","Pizza"
17500872,"Papouli's Mediterranean Cafe & Market","Greek"
17500872,"Papouli's Mediterranean Cafe & Market","Mediterranean"
17500872,"Papouli's Mediterranean Cafe & Market","Vegetarian"
17621552,"Kahill's Steak-Fish Chophouse","American"
17621552,"Kahill's Steak-Fish Chophouse","Seafood"
17621552,"Kahill's Steak-Fish Chophouse","Steak"
17330074,"Cannon Brewpub","Pizza"
17330074,"Cannon Brewpub","Bar Food"
17342556,"Houlihan's","American"
17342556,"Houlihan's","Burger"
17316201,"Thai Moon Restaurant","Chinese"
17316201,"Thai Moon Restaurant","Sushi"
17316201,"Thai Moon Restaurant","Thai"
17096198,"Salt Rock Grill","American"
17096198,"Salt Rock Grill","Seafood"
17096198,"Salt Rock Grill","Steak"
17580590,"Jaco's Bayfront Bar and Grille","Tapas"
17615979,"Mrs. Wilkes' Dining Room","American"
17615979,"Mrs. Wilkes' Dining Room","Southern"
17582560,"Grecian Key Restaurant","American"
17582560,"Grecian Key Restaurant","Greek"
17144991,"Coconuts Fish Cafe","Seafood"
17621869,"Rebos","Caribbean"
17621869,"Rebos","Mexican"
17621869,"Rebos","Cajun"
17335158,"Front Street Brewery","American"
17582627,"Senor Iguanas","Mexican"
17064266,"Hawkers Asian Street Fare","Asian"
17064266,"Hawkers Asian Street Fare","Thai"
17330735,"Samurai Japanese Cuisine & Sushi Bar","Japanese"
17330735,"Samurai Japanese Cuisine & Sushi Bar","Steak"
17330735,"Samurai Japanese Cuisine & Sushi Bar","Sushi"
17303990,"Shige Japanese Cuisine","Japanese"
17303990,"Shige Japanese Cuisine","Sushi"
17303990,"Shige Japanese Cuisine","Teriyaki"
17342810,"Watershed Cafe","American"
17342810,"Watershed Cafe","Burger"
17342810,"Watershed Cafe","Pizza"
17342810,"Watershed Cafe","Cafe"
17061205,"Yellow Dog Eats","American"
17061205,"Yellow Dog Eats","BBQ"
17061205,"Yellow Dog Eats","Sandwich"
17064031,"Tibby's New Orleans Kitchen","Cajun"
17293228,"The Grill","Breakfast"
17293228,"The Grill","Burger"
17293228,"The Grill","Sandwich"
17616205,"The Olde Pink House","American"
17616205,"The Olde Pink House","Seafood"
17616205,"The Olde Pink House","Southern"
17284364,"3 Squares Diner","American"
17284364,"3 Squares Diner","Breakfast"
17284364,"3 Squares Diner","Diner"
17697386,"Galleria de Paco","American"
17058534,"Earl of Sandwich","American"
17058534,"Earl of Sandwich","Sandwich"
17058534,"Earl of Sandwich","Salad"
17582664,"Taste of India Nepal","Indian"
17582664,"Taste of India Nepal","International"
17582664,"Taste of India Nepal","Vegetarian"
17145077,"Star Noodle","Asian"
17293422,"Transmetropolitan","Italian"
17293422,"Transmetropolitan","Pizza"
17293422,"Transmetropolitan","Sandwich"
17284390,"The Catch Seafood Room & Oyster Bar","Seafood"
17284390,"The Catch Seafood Room & Oyster Bar","Tapas"
17284390,"The Catch Seafood Room & Oyster Bar","Bar Food"
17284139,"Harvest Moon","Pizza"
17284139,"Harvest Moon","Bar Food"
17284139,"Harvest Moon","Sandwich"
17258154,"Court Avenue Brewing Company","American"
17258154,"Court Avenue Brewing Company","Pizza"
17258154,"Court Avenue Brewing Company","Bar Food"
17696891,"Four Queens Dairy Cream","Desserts"
17375180,"Moonie's Texas Barbecue","BBQ"
17375180,"Moonie's Texas Barbecue","Sandwich"
17678307,"Bubba Jax Crab Shack","Fast Food"
17678307,"Bubba Jax Crab Shack","Seafood"
17615855,"Huey's On The River","Breakfast"
17615855,"Huey's On The River","Cajun"
17697384,"HuHot Mongolian Grill","Asian"
17697384,"HuHot Mongolian Grill","Chinese"
17375060,"Hawg Wild BBQ & Catfish House","BBQ"
17375060,"Hawg Wild BBQ & Catfish House","Burger"
17375060,"Hawg Wild BBQ & Catfish House","Seafood"
17064405,"Tako Cheena by Pom Pom","Asian"
17064405,"Tako Cheena by Pom Pom","Latin American"
17064405,"Tako Cheena by Pom Pom","Vegetarian"
17334348,"Christian and Jake's Bistro","Desserts"
17334348,"Christian and Jake's Bistro","Sandwich"
17303787,"Mai Thai Restaurant","Sushi"
17303787,"Mai Thai Restaurant","Thai"
17342816,"Burnt Toast Cafe","Breakfast"
17294261,"Augsburg Haus","German"
17580511,"Original Georgios Authentic Greek Food","Greek"
17375214,"Bodensee","German"
17582677,"Outer Limits Fun Zone","Burger"
17582677,"Outer Limits Fun Zone","Pizza"
17582677,"Outer Limits Fun Zone","Sandwich"
17334853,"Machine Shed Restaurant","American"
17334034,"Thai Garden","Thai"
17501291,"Emilio's Cuban Cafe","Coffee and Tea"
17501291,"Emilio's Cuban Cafe","Cuban"
17501291,"Emilio's Cuban Cafe","Latin American"
17580350,"Tuscan Oven","Italian"
17580350,"Tuscan Oven","Mediterranean"
17580350,"Tuscan Oven","Pizza"
17061231,"The Ravenous Pig","Pub Food"
17375074,"Smoke House BBQ and Catering","BBQ"
17293205,"Five & Ten","American"
17303545,"Chandlers Steakhouse","American"
17303545,"Chandlers Steakhouse","Seafood"
17303545,"Chandlers Steakhouse","Steak"
17092801,"Ceviche Tapas Bar & Restaurant","Breakfast"
17092801,"Ceviche Tapas Bar & Restaurant","Spanish"
17092801,"Ceviche Tapas Bar & Restaurant","Tapas"
17334763,"Exotic Thai Restaurant","Thai"
17295033,"The Chop House","Steak"
17305123,"Lucianos Italian Restaurant","Italian"
17305123,"Lucianos Italian Restaurant","Seafood"
17305123,"Lucianos Italian Restaurant","Vegetarian"
17259625,"Zombie Burger + Drink Lab","Burger"
17259625,"Zombie Burger + Drink Lab","Desserts"
17259625,"Zombie Burger + Drink Lab","Vegetarian"
17678148,"Rodeo Mexican Restaurant","Mexican"
17145495,"Marukame Udon","Japanese"
17330546,"Hunter's Pub","American"
17330546,"Hunter's Pub","Seafood"
17330546,"Hunter's Pub","Steak"
17697406,"Scratch","Coffee and Tea"
17697406,"Scratch","Desserts"
17697406,"Scratch","Beverages"
17678055,"Giulios Greek & Italian Restaurant","Greek"
17678055,"Giulios Greek & Italian Restaurant","Italian"
17095979,"Red Mesa Restaurant","Breakfast"
17095979,"Red Mesa Restaurant","Mexican"
17303670,"Goldy's Breakfast Bistro","Breakfast"
17303670,"Goldy's Breakfast Bistro","Sandwich"
17142792,"Mama's Fish House","Hawaiian"
17142792,"Mama's Fish House","Seafood"
17141447,"Aloha Mixed Plate","Asian"
17141447,"Aloha Mixed Plate","Breakfast"
17141447,"Aloha Mixed Plate","Hawaiian"
17284241,"Shogun Japanese Steak House","Japanese"
17284241,"Shogun Japanese Steak House","Steak"
17284241,"Shogun Japanese Steak House","Sushi"
17334782,"Granite City Food & Brewery","American"
17616222,"Vic's On The River","American"
17616368,"Lulu's Chocolate Bar","Coffee and Tea"
17616368,"Lulu's Chocolate Bar","Desserts"
17294565,"Nacho Mamas Burritos","Mexican"
17316449,"Jimmy Jack's Rib Shack","BBQ"
17579992,"Dharma Blue","Seafood"
17579992,"Dharma Blue","Sushi"
17334390,"Soho Hibachi","Japanese"
17143950,"Yard House","American"
17143950,"Yard House","Asian"
17143950,"Yard House","Burger"
17330185,"Fuji Japanese Steak House","Japanese"
17330185,"Fuji Japanese Steak House","Steak"
17579653,"Hemingway's Island Grill","Caribbean"
17579653,"Hemingway's Island Grill","Seafood"
17579653,"Hemingway's Island Grill","Steak"
17582670,"Portneuf Valley Brewing","American"
17582670,"Portneuf Valley Brewing","Pizza"
17294441,"Giuseppe's Pizza & Italian Specialities","Desserts"
17294441,"Giuseppe's Pizza & Italian Specialities","Italian"
17294441,"Giuseppe's Pizza & Italian Specialities","Pizza"
17335219,"Jimmy's Pancake House","American"
17335219,"Jimmy's Pancake House","Breakfast"
17335219,"Jimmy's Pancake House","Greek"
17316389,"Monica's","American"
17316389,"Monica's","Italian"
17316389,"Monica's","Pizza"
17259395,"The Cafe","American"
17259395,"The Cafe","Coffee and Tea"
17334212,"Oakwood Cafe","BBQ"
17334212,"Oakwood Cafe","Breakfast"
17334212,"Oakwood Cafe","Southern"
17375049,"Hoka-Hoka Japanese Steak & Sushi","Chinese"
17375049,"Hoka-Hoka Japanese Steak & Sushi","Japanese"
17375049,"Hoka-Hoka Japanese Steak & Sushi","Thai"
17580020,"The Fish House","American"
17580020,"The Fish House","Seafood"
17580020,"The Fish House","Sushi"
17259200,"Waterfront Seafood Market","Seafood"
17259200,"Waterfront Seafood Market","Sushi"
17303772,"Los Beto's","Mexican"
17621960,"Tokyo Japanese Steakhouse & Sushi Bar","Japanese"
17621960,"Tokyo Japanese Steakhouse & Sushi Bar","Steak"
17621960,"Tokyo Japanese Steakhouse & Sushi Bar","Sushi"
17284203,"BJ's Country Buffet","American"
17284203,"BJ's Country Buffet","BBQ"
17500911,"Rookery","Burger"
17500911,"Rookery","Desserts"
17500911,"Rookery","Bar Food"
17316743,"Graze","American"
17316743,"Graze","International"
17316743,"Graze","Sushi"
17293409,"Sr. Sol 1","Mexican"
17334718,"China Cafe","Chinese"
17293229,"Grit","International"
17293229,"Grit","Southern"
17293229,"Grit","Vegetarian"
17142096,"Gazebo","Breakfast"
17142096,"Gazebo","Burger"
17293873,"Trappeze Pub","Burger"
17293873,"Trappeze Pub","Bar Food"
17621946,"Trattoria Fresco","Italian"
17293281,"Last Resort Grill","American"
17293281,"Last Resort Grill","Southern"
17293281,"Last Resort Grill","Southwestern"
17696918,"Montage","American"
17696918,"Montage","Italian"
17696918,"Montage","Seafood"
17697398,"Sakura","Japanese"
17697398,"Sakura","Sushi"
17580030,"Global Grill","European"
17580030,"Global Grill","International"
17580030,"Global Grill","Tapas"
17061237,"Cevíche Tapas Bar & Restaurant","Spanish"
17061237,"Cevíche Tapas Bar & Restaurant","Tapas"
17294607,"Rae's Coastal Cafe","American"
17294607,"Rae's Coastal Cafe","Caribbean"
17294607,"Rae's Coastal Cafe","Seafood"
17335225,"Crust Stone Oven Pizza","Burger"
17335225,"Crust Stone Oven Pizza","Pizza"
17580704,"The Tin Cow","Burger"
17580704,"The Tin Cow","Bar Food"
17284145,"Hong Kong Cafe","Chinese"
17284145,"Hong Kong Cafe","Seafood"
17284145,"Hong Kong Cafe","Vegetarian"
17696955,"Texas Roadhouse","American"
17696955,"Texas Roadhouse","BBQ"
17696955,"Texas Roadhouse","Steak"
17375047,"Eat at Thai","Thai"
17330609,"Mark's City Grille","American"
17621755,"El Fredo Pizza","Pizza"
17579928,"Cactus Flower Cafe","Latin American"
17579928,"Cactus Flower Cafe","Mexican"
17579928,"Cactus Flower Cafe","Southwestern"
17258496,"Hickory Park","BBQ"
17258496,"Hickory Park","Burger"
17258496,"Hickory Park","Desserts"
17334219,"Pie Slingers Pizzeria","Italian"
17334219,"Pie Slingers Pizzeria","Pizza"
17621796,"Johnnie Mars","American"
17621796,"Johnnie Mars","Desserts"
17621796,"Johnnie Mars","Diner"
17501281,"The Mellow Mushroom","Pizza"
17501281,"The Mellow Mushroom","Sandwich"
17501281,"The Mellow Mushroom","Vegetarian"
17580453,"Cactus Flower Cafe Navarre","Mexican"
17580453,"Cactus Flower Cafe Navarre","Southwestern"
17580453,"Cactus Flower Cafe Navarre","Tex-Mex"
17330048,"Buckhead Bar and Grill","Seafood"
17330048,"Buckhead Bar and Grill","Steak"
17330048,"Buckhead Bar and Grill","Vegetarian"
17304726,"Tucanos","Brazilian"
17375164,"Bourbon Street Grille","American"
17375164,"Bourbon Street Grille","Burger"
17375164,"Bourbon Street Grille","Cajun"
17580021,"Fisherman's Corner","Sandwich"
17580021,"Fisherman's Corner","Seafood"
17580021,"Fisherman's Corner","Cajun"
17304533,"Brick 29","American"
17293870,"Shokitini","Asian"
17293870,"Shokitini","Japanese"
17293870,"Shokitini","Sushi"
17342576,"Kalmes Breaktime Bar & Grill","American"
17342576,"Kalmes Breaktime Bar & Grill","Burger"
17342494,"Manna Java World Cafe","Breakfast"
17342494,"Manna Java World Cafe","Pizza"
17696871,"Brown Bottle The Cedar Falls","Italian"
17696871,"Brown Bottle The Cedar Falls","Pizza"
17696871,"Brown Bottle The Cedar Falls","Vegetarian"
17093273,"Daily Eats","American"
17093273,"Daily Eats","Burger"
17293169,"Clocked","American"
17293169,"Clocked","Burger"
17293169,"Clocked","Sandwich"
17258136,"Cool Basil","Asian"
17258136,"Cool Basil","Sushi"
17258136,"Cool Basil","Thai"
17330155,"Deorio's","Italian"
17330155,"Deorio's","Pizza"
17143705,"Wailana Coffee House","American"
17143705,"Wailana Coffee House","Breakfast"
17143705,"Wailana Coffee House","Hawaiian"
17293897,"Ike & Jane","Sandwich"
17142747,"Lulu's Waikiki","American"
17793744,"Los Agaves","Mexican"
17582551,"Fifth Street Bagelry","Coffee and Tea"
17582551,"Fifth Street Bagelry","Sandwich"
17304691,"Barbacoa Restaurant","Latin American"
17304691,"Barbacoa Restaurant","Steak"
17057591,"Bahama Breeze Island Grille","Caribbean"
17580422,"Peg Leg Pete's","Burger"
17580422,"Peg Leg Pete's","Sandwich"
17580422,"Peg Leg Pete's","Seafood"
17258522,"HuHot Mongolian Grill","Asian"
17258522,"HuHot Mongolian Grill","Chinese"
17316766,"Bluebird Diner","Breakfast"
17316766,"Bluebird Diner","Diner"
17259340,"Django","French"
17500847,"Natalia's","European"
17500847,"Natalia's","Italian"
17500847,"Natalia's","Mediterranean"
17284150,"House of China Restaurant II","Chinese"
17582498,"Riverwalk Cafe","Asian"
17582498,"Riverwalk Cafe","Thai"
17335156,"Tantra Asian Bistro","Asian"
17061253,"Ethos Vegan Kitchen","American"
17061253,"Ethos Vegan Kitchen","Breakfast"
17061253,"Ethos Vegan Kitchen","Vegetarian"
17621833,"Minerva's Food & Cocktails","American"
17621833,"Minerva's Food & Cocktails","Seafood"
17621833,"Minerva's Food & Cocktails","Steak"
17342594,"Mario's Italian Restaurant","American"
17342594,"Mario's Italian Restaurant","Italian"
17334965,"Trattoria Tiramisu","Italian"
17330604,"Burt's Butcher Shoppe and Eatery","Steak"
17257684,"A Dong Restaurant","Asian"
17257684,"A Dong Restaurant","Vegetarian"
17257684,"A Dong Restaurant","Vietnamese"
17257684,"A Dong Restaurant","Bubble Tea"
17330137,"Country's Barbecue","BBQ"
17330137,"Country's Barbecue","Southern"
17621781,"Hunan Palace","Chinese"
17677978,"306 North Restaurant","Seafood"
17677978,"306 North Restaurant","Southern"
17259243,"Miyabi 9","Japanese"
17259243,"Miyabi 9","Sushi"
17582700,"Sushi Family","Asian"
17582700,"Sushi Family","Sushi"
17582700,"Sushi Family","Vegetarian"
17615915,"The Lady & Sons","Southern"
17375198,"Antebellum","American"
17375198,"Antebellum","Southern"
17096140,"Rumba Island Bar & Grill","BBQ"
17096140,"Rumba Island Bar & Grill","Caribbean"
17096140,"Rumba Island Bar & Grill","Seafood"
17501279,"Bonefish Grill","American"
17501279,"Bonefish Grill","Seafood"
17294014,"Viva! Argentine Cuisine","Desserts"
17294014,"Viva! Argentine Cuisine","Latin American"
17294014,"Viva! Argentine Cuisine","Argentine"
17294552,"Mellow Mushroom","Italian"
17294552,"Mellow Mushroom","Pizza"
17294552,"Mellow Mushroom","Sandwich"
17678243,"Buffalo Wild Wings","Bar Food"
17375077,"Shenanigan's Irish Pub","Bar Food"
17375077,"Shenanigan's Irish Pub","Seafood"
17375077,"Shenanigan's Irish Pub","Vegetarian"
17293180,"DePalma's Italian Cafe - East Side","American"
17293180,"DePalma's Italian Cafe - East Side","Italian"
17293180,"DePalma's Italian Cafe - East Side","Pizza"
17315883,"Biaggi's Ristorante Italiano","Italian"
17315883,"Biaggi's Ristorante Italiano","Pizza"
17284094,"Chick-fil-A","Fast Food"
17143336,"Sansei Seafood Restaurant & Sushi Bar","Japanese"
17143336,"Sansei Seafood Restaurant & Sushi Bar","Seafood"
17143336,"Sansei Seafood Restaurant & Sushi Bar","Sushi"
17284409,"Guang Zhou Chinese Restaurant","Asian"
17284409,"Guang Zhou Chinese Restaurant","Chinese"
17284409,"Guang Zhou Chinese Restaurant","Vegetarian"
17621832,"Milwaukee Wiener House","American"
17621832,"Milwaukee Wiener House","Fast Food"
17621696,"Bob Roe's Pizza","American"
17621696,"Bob Roe's Pizza","Pizza"
17621696,"Bob Roe's Pizza","Bar Food"
17059541,"Maggiano's Little Italy","Italian"
17142535,"Kimo's","Hawaiian"
17142535,"Kimo's","Seafood"
17142535,"Kimo's","Steak"
17294300,"Boll Weevil Cafe","Desserts"
17294300,"Boll Weevil Cafe","Sandwich"
17294300,"Boll Weevil Cafe","Southern"
17316381,"Atlas World Grill","International"
17621831,"Miles Inn","American"
17316208,"Ting's Red Lantern","Chinese"
17284403,"Henry Campbell's Steakhouse","Steak"
17284403,"Henry Campbell's Steakhouse","Tapas"
17284403,"Henry Campbell's Steakhouse","Bar Food"
17293163,"Choo Choo Eastside","Japanese"
17293163,"Choo Choo Eastside","Korean"
17293186,"DePalma's Italian Cafe - Downtown","American"
17293186,"DePalma's Italian Cafe - Downtown","Italian"
17293186,"DePalma's Italian Cafe - Downtown","Pizza"
17334364,"Farm To Fork","American"
17334364,"Farm To Fork","Diner"
17334364,"Farm To Fork","Southern"
17315995,"El Super Burrito","Mexican"
17294623,"Rhinehart's Oyster Bar","Bar Food"
17294623,"Rhinehart's Oyster Bar","Sandwich"
17294623,"Rhinehart's Oyster Bar","Seafood"
17060320,"Raglan Road Irish Pub and Restaurant","Irish"
17582527,"Chang Garden","Chinese"
17334717,"Chick-fil-A","Fast Food"
17342648,"Salsa's Mexican Restaurant","Mexican"
17303646,"Flying Pie Pizzaria","Pizza"
17501268,"Zen Japanese Steakhouse and Sushi Bar","Japanese"
17501268,"Zen Japanese Steakhouse and Sushi Bar","Steak"
17501268,"Zen Japanese Steakhouse and Sushi Bar","Sushi"
17284302,"El Vaquero Mexican Restaurant","Mexican"
17333882,"Los Pablos","Mexican"
17316038,"Irish Democrat","American"
17316038,"Irish Democrat","BBQ"
17316038,"Irish Democrat","Burger"
17335189,"Prairie Grille at SteepleGate Inn","American"
17335189,"Prairie Grille at SteepleGate Inn","Breakfast"
17334254,"Tony's Italian Restaurant & Pizza","Italian"
17500759,"Ingleside Village Pizza","Pizza"
17500759,"Ingleside Village Pizza","Sandwich"
17334273,"Las Palmas","Mexican"
17316751,"The Hamburg Inn No. 2 Inc.","American"
17316751,"The Hamburg Inn No. 2 Inc.","Breakfast"
17316751,"The Hamburg Inn No. 2 Inc.","Burger"
17100547,"The Refinery","Seafood"
17100547,"The Refinery","Steak"
17095098,"Mazzaro's Italian Market","Italian"
17095098,"Mazzaro's Italian Market","Deli"
17580539,"The Grand Marlin","Caribbean"
17580539,"The Grand Marlin","Seafood"
17144717,"Giovanni's Shrimp Truck","Seafood"
17678291,"Steel Magnolias","Southern"
17316278,"Exotic India","Indian"
17621746,"Diamond Thai Cuisine","Asian"
17621746,"Diamond Thai Cuisine","Thai"
17621746,"Diamond Thai Cuisine","Vegetarian"
17330309,"Mellow Mushroom","Pizza"
17342772,"Champps Americana","American"
17342772,"Champps Americana","Burger"
17342772,"Champps Americana","Sandwich"
17501301,"Thai Pepper","Japanese"
17501301,"Thai Pepper","Sushi"
17501301,"Thai Pepper","Thai"
17334434,"Thatcher's Barbeque and Grill","American"
17334434,"Thatcher's Barbeque and Grill","BBQ"
17334434,"Thatcher's Barbeque and Grill","Southern"
17142519,"Kihei Caffe","American"
17142519,"Kihei Caffe","Hawaiian"
17678216,"Mori's Japanese Steakhouse & Sushi Bar","Japanese"
17678216,"Mori's Japanese Steakhouse & Sushi Bar","Steak"
17678216,"Mori's Japanese Steakhouse & Sushi Bar","Sushi"
17696901,"Hong Kong Chinese Restaurant","Chinese"
17374951,"Hofer's Bakery & Cafe","German"
17374951,"Hofer's Bakery & Cafe","Ice Cream"
17295028,"Manuel's Bread Cafe","Breakfast"
17295028,"Manuel's Bread Cafe","French"
17582546,"El Herradero","Mexican"
17057925,"Café Tu Tu Tango","New American"
17057925,"Café Tu Tu Tango","Tapas"
17580476,"Native Cafe","Breakfast"
17580476,"Native Cafe","Burger"
17335168,"Osaka","Japanese"
17335168,"Osaka","Sushi"
17145408,"Monkeypod Kitchen by Merriman","Burger"
17333797,"Chili's Grill & Bar","American"
17621780,"HuHot Mongolian Grill","Asian"
17621780,"HuHot Mongolian Grill","Chinese"
17259368,"Fong's Pizza","Chinese"
17259368,"Fong's Pizza","Pizza"
17093135,"Conch Republic Grill","Sandwich"
17093135,"Conch Republic Grill","Seafood"
17093135,"Conch Republic Grill","Steak"
17303480,"Bittercreek Ale House","American"
17303480,"Bittercreek Ale House","Bar Food"
17616348,"J. Christopher's","Breakfast"
17616348,"J. Christopher's","Diner"
17616348,"J. Christopher's","Sandwich"
17334217,"Fuji Japanese Steakhouse","Japanese"
17334217,"Fuji Japanese Steakhouse","Sushi"
17696920,"Mulligan's Brick Oven Grill","Burger"
17696920,"Mulligan's Brick Oven Grill","Pizza"
